phecode_category,endpoint,phecode_string,ukb_n,ukb_n_1,ukb_n_2,ukb_n_3,ukb_n_4,ukb_n_5,ukb_n_6,ukb_n_7,ukb_n_8,ukb_n_9,ukb_n_10,ukb_ratio,epic_n,epic_n_1,epic_n_2,epic_n_3,epic_n_4,epic_n_5,epic_n_6,epic_n_7,epic_n_8,epic_n_9,epic_n_10,epic_ratio
Resp,phecode_462-2,Chronic sinusitis,3536,290,304,304,331,386,387,398,362,370,404,1.393345264531421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_463,Rhinitis and nasal congestion,4796,425,435,491,488,490,474,460,473,495,565,1.3296598818698813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_463-1,Chronic rhinitis,1511,132,117,123,150,176,151,152,167,162,181,1.3714417665179681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_463-2,Allergic rhinitis,2548,204,248,250,255,230,243,240,229,271,378,1.8532735426008968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_463-21,Seasonal allergic rhinitis,1769,160,170,167,155,147,163,158,188,188,273,1.7065440796277145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_463-4,Nasal congestion*,1548,115,137,148,161,172,147,150,177,175,166,1.4434782608695653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_463-5,Postnasal drip,1029,74,83,102,93,92,94,116,122,112,141,1.9057191040233517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_464,Nasopharyngitis,1055,73,85,97,98,118,95,111,143,107,128,1.753719549000364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_464-1,Acute nasopharyngitis,1054,77,84,97,99,110,102,107,142,107,129,1.675606431913193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_465,Pharyngitis,4435,310,356,387,370,445,461,450,482,519,655,2.11329378093137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_465-1,Acute Pharyngitis,4409,302,355,378,408,422,462,437,478,520,647,2.1427792339768565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_465-2,Chronic Pharyngitis,3644,244,282,291,339,343,397,430,389,426,503,2.0618319431134497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_466,Tonsillitis and adenoiditis,1247,59,85,99,103,99,107,123,155,176,241,4.085446525409191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_466-1,Acute tonsillitis and adenoiditis,1059,60,68,77,80,84,90,95,138,157,210,3.5005978817902292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_466-4,Hypertrophy of tonsils and adenoids,121,12,8,13,10,7,7,9,17,18,20,1.6669390868475538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_467,Laryngitis and tracheitis,916,54,73,76,81,92,119,102,111,98,110,2.037383589782365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_467-1,Acute laryngitis and tracheitis,890,50,73,64,76,101,107,105,100,103,111,2.220377230246389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_468,Pneumonia,3199,96,133,169,206,237,299,357,435,542,725,7.553348550846037,534,14,14,33,30,39,38,50,78,89,127,9.071428571428571
Resp,phecode_468-1,Viral pneumonia,464,26,21,33,34,33,51,46,72,72,76,2.923555645140971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_468-2,Bacterial pneumonia,286,2,11,18,24,22,27,36,44,35,67,33.50550715107677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_468-8,Bronchopneumonia,162,4,8,5,10,11,10,17,18,32,47,11.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_468-9,Lobar pneumonia*,1808,48,68,88,117,132,148,221,246,296,444,9.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_469,Bronchitis,2057,251,264,271,274,216,174,142,138,154,173,0.6893648883954987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_469-1,Acute bronchitis,282,17,23,22,32,21,29,32,39,35,32,1.8826621826650818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_469-2,Chronic bronchitis,303,11,9,26,19,32,27,41,35,47,56,5.091741891349285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_471,Other disorders of nose and nasal sinuses,3513,321,324,366,337,351,376,326,350,387,375,1.1684286055185624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_471-2,Deviated nasal septum,435,44,37,28,33,43,46,48,53,47,56,1.2729380589599206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_471-3,Hypertrophy of nasal turbinates,124,12,13,5,10,12,7,14,15,20,16,1.333551912568306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_471-5,Nasal polyps,485,34,40,44,54,41,41,46,58,58,69,2.029746927672803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_472,"Diseases of vocal cords and larynx, not elsewhere classified",268,13,21,17,19,28,28,33,40,35,34,2.615813156203128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_473,Other diseases of upper respiratory tract,1140,103,86,99,92,113,107,134,146,135,125,1.2135922330097086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_474,Chronic obstructive pulmonary disease [COPD],2406,49,65,104,145,196,234,310,339,378,586,11.961163670766322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_474-1,Emphysema,561,9,18,30,18,32,60,67,88,91,148,16.447133642227673,114,2,1,6,1,13,7,11,14,24,19,9.513176144244104
Resp,phecode_475,Asthma,2537,227,259,228,202,228,276,260,277,275,305,1.3438568947462108,632,38,37,30,33,35,41,49,48,45,49,1.2913370854882873
Resp,phecode_475-5,Exercise induced bronchospasm,110,10,14,11,19,6,8,5,13,13,11,1.100180416598327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_476,Bronchiectasis,792,26,26,44,76,70,80,118,127,111,114,4.385334527699626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_477,Inhalation lung injury,123,7,5,5,5,2,9,13,15,22,40,5.71521957369318,133,1,5,2,6,7,16,15,22,26,33,33.04558011049724
Resp,phecode_478,Aspiration pneumonia,325,6,5,12,18,25,24,42,53,62,78,13.00212314225053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_479,Pulmonary insufficiency and acute respiratory distress syndrome,1277,43,59,53,93,124,125,147,157,222,254,5.907943832716529,110,4,4,6,6,10,8,6,13,22,28,7.009668508287293
Resp,phecode_479-3,Respiratory failure,331,13,11,8,23,21,34,39,31,51,100,7.693564605329311,110,4,5,6,6,9,10,3,13,24,27,6.75932320441989
Resp,phecode_479-6,Pulmonary collapse [Atelectasis],968,37,49,45,71,96,103,127,109,158,173,4.676440424723054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_480,Pulmonary edema,153,4,8,1,12,9,16,10,30,21,42,10.501715405979416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_481,Interstitial pulmonary diseases,482,6,18,18,33,34,41,68,69,92,103,17.169472594529804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_481-4,Pulmonary fibrosis,166,3,2,4,11,21,14,16,24,30,41,13.66889905259719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_483,Pleural effusion,1686,39,69,87,106,117,157,205,232,274,400,10.258092186593334,263,10,18,15,13,27,21,28,34,40,52,5.207202216066483
Resp,phecode_484,Pneumothorax and air leak,243,9,11,18,13,26,33,27,32,32,42,4.667431568595313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_486,Other respiratory disorders,6307,433,506,554,583,603,628,710,741,783,766,1.769374880809062,192,7,13,21,15,12,14,24,30,25,29,4.148595172140878
Resp,phecode_486-2,Other diseases of bronchus,197,18,17,21,16,22,17,26,21,23,16,0.8890349675887884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_486-21,Bronchospasm,144,16,13,14,23,7,6,11,21,17,16,1.0001642845408247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_486-5,Abnormal sputum,2608,224,206,229,209,268,297,293,307,297,278,1.241280047066734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_487,Hemorrhage from respiratory passages,1967,118,130,144,167,197,209,202,249,263,288,2.4410887163484305,109,3,3,11,9,4,9,12,20,20,16,5.340740740740741
Resp,phecode_487-1,Epistaxis,1465,87,93,137,123,146,158,150,190,191,190,2.184272516612188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_487-3,Hemoptysis,572,29,35,38,50,57,61,79,69,83,71,2.448679069556131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_488,Abnormalities of breathing,8740,530,594,682,753,849,873,919,1053,1134,1353,2.5528301886792453,128,6,10,10,5,6,11,15,16,17,28,4.6731843575419
Resp,phecode_488-1,Dyspnea [Shortness of breath],7317,436,441,522,632,663,771,843,937,1015,1057,2.424733106578855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_488-6,Wheezing,1778,112,149,158,168,164,161,178,197,224,267,2.3843287608815555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_488-8,Mouth breathing*,781,60,65,73,74,65,83,82,80,80,119,1.983662954960944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_491,Pleurisy,482,23,28,36,36,41,59,59,54,74,72,3.1309495720812506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_494,Voice disturbance,1242,76,98,99,113,104,121,138,161,165,167,2.19773288753481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_495,Abnormal findings on diagnostic imaging of lung,1202,39,51,47,104,105,134,153,185,183,201,5.154695082548813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_495-1,Solitary pulmonary nodule,196,4,10,7,24,20,22,26,29,29,25,6.251020408163266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_496,Abnormal results of pulmonary function studies,1331,80,77,117,86,126,152,147,191,187,168,2.100347222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resp,phecode_498,Asphyxia and hypoxemia,120,2,7,4,7,7,16,16,18,19,24,12.001960463976474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_500,Disorders of tooth develoment,161,17,13,13,13,12,13,18,17,21,24,1.4119964846881126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_500-4,Disturbances in tooth eruption,152,15,12,13,14,12,14,12,18,20,22,1.4669073800536134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_500-41,Impacted teeth*,123,9,9,9,11,10,9,16,15,14,21,2.3337161607875307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_501,Dental caries,579,53,62,66,75,48,47,56,63,50,59,1.113390369890647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_502,Other diseases of teeth and supporting structures,935,78,66,109,82,122,105,76,95,94,108,1.3848441710305557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_503,Diseases of pulp and periapical tissues,793,65,83,63,79,94,76,95,91,68,79,1.215586205136711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_503-5,Periapical abscess,773,61,79,71,73,98,69,90,86,64,82,1.3444851871885966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_504,Periodontal diseases,413,38,33,38,43,46,46,39,33,38,59,1.552886903989129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_504-1,Gingivitis,129,11,11,19,11,17,11,13,13,11,12,1.0910878405553155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_504-3,Periodontitis,159,14,15,21,11,18,17,9,7,18,29,2.0717675941080196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_504-32,Chronic periodontitis,139,12,20,20,8,16,12,3,9,18,21,1.750286275151317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_506,Diseases of salivary glands,987,72,66,71,97,99,116,113,122,119,112,1.5555555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_506-3,Sialoadenitis,230,20,18,25,21,25,30,23,20,19,29,1.4502373935821873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_506-5,Disturbances of salivary secretion,568,32,32,35,44,59,50,70,80,81,85,2.6566853080957067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_507,Lesions of mouth,1774,118,149,169,142,162,170,188,188,220,268,2.271567128985153,138,9,8,15,11,13,17,11,11,17,19,2.1140595903165735
GI,phecode_507-1,Stomatitis,861,61,70,84,88,99,86,102,83,80,108,1.7704918032786887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_507-11,Recurrent oral aphthae [Recurrent aphthous stomatitis],198,17,15,13,20,20,16,13,25,26,33,1.9414952711253657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_508,Diseases of lips,631,34,64,52,59,64,54,66,77,83,78,2.2944945970501247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_509,Diseases of tongue,1025,93,94,90,103,119,105,107,104,98,112,1.2044999689228666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_509-1,Glossitis,327,30,26,36,26,35,32,31,34,38,39,1.3002131147540983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_509-11,Glossodynia,177,16,15,9,21,14,25,19,18,17,23,1.4377351545885817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_509-3,Hypertrophy of tongue papillae,127,12,9,8,17,10,17,12,13,18,11,0.9168164732799478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_510,Diseases of esophagus,4001,217,297,309,367,384,444,428,453,528,574,2.6451612903225805,293,10,24,11,30,29,19,27,41,14,47,4.706695156695157
GI,phecode_510-2,Esophagitis,2932,185,214,233,270,306,321,339,347,360,357,1.9300631315489643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_510-5,Dyskinesia of esophagus,196,13,19,12,16,17,22,17,23,26,31,2.3850052187472497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_510-8,Barrett's esophagus,702,31,30,53,69,94,86,101,71,87,80,2.5810684954703245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_511,Gastro-esophageal reflux disease,7409,607,586,682,721,828,800,804,807,792,782,1.2885315121958059,570,43,51,56,40,49,55,59,50,49,55,1.2790697674418603
GI,phecode_512,Dysphagia,2255,117,154,170,203,200,240,243,284,300,344,2.940659097391623,299,17,21,29,26,21,20,31,35,35,50,2.945278529821971
GI,phecode_513,Peptic ulcer,1353,54,89,85,110,139,162,160,172,177,205,3.7962962962962967,141,6,9,6,6,13,9,15,26,23,19,3.1710893854748607
GI,phecode_513-1,Esophageal ulcer,418,20,18,30,31,42,42,54,54,65,62,3.1005102040816324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_513-2,Gastric ulcer,744,40,40,51,74,70,72,94,90,100,113,2.8254647910496873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_513-3,Duodenal ulcer,391,22,23,35,27,30,38,43,46,54,73,3.3187305500849407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_514,Gastrointestinal obstruction,1209,50,63,83,96,121,138,147,157,166,188,3.760618014464168,130,8,8,9,6,14,10,12,15,19,20,2.5
GI,phecode_514-1,Esophageal obstruction (Stricture and stenosis of esophagus),466,23,26,28,43,59,49,48,64,56,70,3.043976375151213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_514-2,Intestinal obstruction,650,21,33,48,49,66,68,78,86,98,103,4.905565832299154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_514-21,Impaction of intestine,125,12,14,3,6,19,12,14,16,14,15,1.2502041482933202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_514-3,Ileus,153,9,8,5,5,13,14,18,21,34,26,2.889360775345748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_515,Heartburn and epigastric pain,2354,167,195,196,233,217,269,264,255,239,319,1.910179640718563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_516,Other diseases of stomach and duodenum,674,48,52,46,52,50,70,77,74,86,119,2.479573955424128,228,10,22,20,36,19,21,27,25,22,20,2.0027816411682897
GI,phecode_517,Gastrointestinal angiodysplasia,156,3,5,6,13,11,15,22,23,33,25,8.33469454426658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_518,Appendicitis,391,39,35,33,25,39,43,45,44,49,39,1.0001646632636259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_520,Hernia,6884,356,416,488,577,684,747,831,920,913,952,2.6746441333914253,998,49,50,73,71,78,83,81,82,99,100,2.0439273270283724
GI,phecode_520-1,Hernia of the abdominal wall,3504,133,160,175,241,282,308,416,477,632,680,5.113668513228624,397,13,24,25,16,21,34,43,45,60,60,4.622093023255815
GI,phecode_520-11,Inguinal hernia,2333,36,72,96,118,182,199,281,347,463,539,14.974770251872021,286,8,13,16,13,19,25,27,34,43,50,6.258992805755396
GI,phecode_520-12,Femoral hernia,111,9,9,6,9,12,11,13,17,13,12,1.3335514120597534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_520-13,Umbilical hernia,787,36,49,56,58,63,86,92,93,107,147,4.0840067062445025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_520-14,Ventral hernia,644,54,42,58,40,49,80,71,81,78,91,1.685462490629514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_520-15,Incisional hernia,335,23,19,23,23,33,29,43,48,49,45,1.9568419554543512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_520-2,Diaphragmatic hernia [Hiatal hernia],4305,220,254,319,356,392,473,504,535,600,652,2.964145404578246,653,30,46,35,50,42,58,66,61,55,71,2.3701015965166907
GI,phecode_522,Gastrointestinal inflammation,6965,492,576,588,647,694,699,769,845,823,832,1.6913652725148696,682,45,45,42,47,53,49,67,79,58,72,1.5999999999999999
GI,phecode_522-1,Inflammatory bowel disease,542,45,42,61,53,55,58,57,59,53,59,1.3113277162839365,103,4,6,4,5,4,8,5,2,7,6,1.5020920502092048
GI,phecode_522-11,Crohn's disease,178,18,13,19,18,20,23,22,18,12,15,0.8334699677542767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_522-12,Ulcerative colitis,229,17,21,19,27,20,21,27,24,22,31,1.823829531812725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_522-14,Microscopic colitis*,150,6,11,17,9,23,13,17,19,14,21,3.5005716152212965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_522-7,Ulceration of the lower GI tract,225,14,23,19,17,26,23,28,22,25,28,2.000326957658983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_522-8,Duodenitis,1176,66,83,96,108,115,120,139,159,153,137,2.0761017000241138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_522-9,Gastritis,4610,258,330,374,411,441,477,531,532,572,684,2.651619494020792,447,33,28,31,43,34,48,56,44,41,52,1.578034682080925
GI,phecode_523,Diverticular disease [Bowel diverticulosis],6443,255,388,439,529,606,676,800,826,951,973,3.8163349800988065,864,66,47,69,61,62,75,90,78,85,93,1.4111271676300579
GI,phecode_523-1,Diverticula of small intestine,125,4,4,11,10,16,18,16,12,20,14,3.5005717085919636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_523-2,Diverticula of colon,5817,229,317,378,441,544,628,687,827,854,912,3.9831969493490567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_523-4,Diverticulitis,919,35,62,76,73,92,106,122,133,117,103,2.9433409267043986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_524,Functional intestinal disorder,1313,92,85,105,119,124,138,156,162,183,149,1.6198320760529274,398,36,28,26,28,30,39,46,45,58,49,1.363009452967612
GI,phecode_524-1,Irritable bowel syndrome,1147,77,91,90,97,106,146,141,148,143,108,1.4028281309084074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_525,Intestinal malabsorption,455,47,57,54,34,46,42,32,52,37,54,1.1491251399776035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_525-1,Celiac disease,225,22,21,21,20,22,20,24,25,27,23,1.045626043903603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_525-3,Disorders of intestinal carbohydrate absorption,108,13,8,13,11,14,11,7,7,7,17,1.3079060877001045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_526,Intestinal infection,3565,257,242,294,309,332,363,410,413,439,506,1.9692059824902723,283,10,18,17,15,19,32,41,44,36,49,4.906777316735822
GI,phecode_526-1,Bacterial enteritis,1063,97,93,107,113,122,113,112,122,87,97,1.0001662234042554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_526-11,Intestinal e.coli,184,27,17,16,13,18,16,24,17,19,17,0.6297327124111669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_526-12,Intestinal infection due to C. difficile,166,6,3,11,12,13,16,23,26,28,28,4.667430067070178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_526-2,Viral enteritis,182,14,12,11,10,19,16,25,22,18,35,2.5004086302713304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_527,Abdominal pain,9716,801,888,889,901,959,999,1040,1070,1044,1125,1.404494382022472,722,55,64,62,46,61,61,75,72,55,87,1.5841341674430987
GI,phecode_528,Nausea and vomiting,4541,263,334,342,388,425,448,506,533,597,705,2.6810770847890795,281,23,13,24,19,25,33,31,32,40,37,1.6109361753663556
GI,phecode_528-1,Nausea,4542,266,332,345,382,426,458,494,537,586,716,2.6921999876417746,281,23,14,22,21,24,32,32,32,40,37,1.6109361753663556
GI,phecode_528-2,Vomiting,4541,264,331,345,377,447,447,496,539,578,717,2.7163839832138486,281,22,14,23,20,25,33,32,30,40,38,1.7296783995948342
GI,phecode_529,Symptoms involving digestive system,11559,801,886,1019,1080,1098,1200,1255,1327,1366,1527,1.906743570339564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_529-1,Diarrhea,4073,325,312,362,365,401,409,455,475,498,471,1.449487270251872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_529-2,Abdominal distension and flatulence,2266,148,175,218,204,198,230,263,248,264,318,2.14900741449414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_529-3,Fecal incontinence,851,24,37,59,72,73,92,82,117,144,151,6.29269774937179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_529-5,Constipation,5484,238,294,372,469,512,570,621,744,774,890,3.7401351376590983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_529-6,Halitosis*,111,9,16,7,9,12,11,9,16,8,14,1.5558101056382843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_530,Disease of anus and rectum,1823,164,157,171,176,181,164,219,199,184,208,1.2685087832306166,330,20,22,30,24,35,21,34,23,36,32,1.602322206095791
GI,phecode_530-1,Anal fissure,704,59,74,57,71,55,77,87,74,81,69,1.1696866683447071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_530-2,Anorectal abscess,163,10,12,13,9,20,18,20,24,14,23,2.300377854443897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_530-3,Rectal prolapse,195,12,14,9,9,23,26,21,20,17,44,3.6666666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_532,Other disorders of the intestines,987,72,72,83,92,93,107,116,111,114,127,1.7641799596626329,313,22,22,28,34,42,38,27,42,25,15,0.6827744485528496
GI,phecode_532-1,Intestinal fistula,182,21,15,15,15,23,17,20,19,20,17,0.809656518345043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_532-4,Volvulus,138,9,9,4,9,15,15,17,21,26,13,1.4446804262193904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_535,Intestinal or peritoneal adhesions,834,43,59,70,82,62,85,97,98,99,139,3.2330879802396097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_537,Abnormality of the peritoneum,369,28,35,30,29,28,33,38,43,51,54,1.928887070376432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_537-1,Peritonitis,301,31,24,24,28,26,24,32,41,34,37,1.1937436985657803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_540,Hepatitis,182,12,21,13,19,16,18,20,21,17,25,2.0833333333333335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_540-1,Chronic hepatitis,122,5,8,10,10,10,13,16,16,11,23,4.600753604193971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_540-3,Viral hepatitits,112,15,5,10,10,11,12,7,13,12,17,1.1333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_542,Chronic liver disease and sequelae,2124,139,162,180,168,174,197,229,260,297,318,2.2881468062201527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
