phecode_category,phecode, phecode_string, 1_,2_,3_,4_,5_,6_,7_,8_,9_,10_,1,2,3,4,5,6,7,8,9,10, rr
Blood,phecode_174-2,Splenomegaly,7,10,6,7,12,15,17,22,25,23,0.001,0.002,0.001,0.001,0.002,0.002,0.003,0.004,0.004,0.004,3.286
GI,phecode_546-3,Hepatomegaly,7,9,7,6,11,11,15,11,16,23,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.004,3.286
Genitourinary,phecode_601-12,Chronic prostatitis,7,10,22,21,15,22,19,13,18,23,0.003,0.004,0.008,0.008,0.005,0.008,0.007,0.005,0.006,0.008,3.287
Musc/Skel,phecode_709-2,Acquired deformities of toe,101,157,177,184,196,226,250,280,320,332,0.017,0.027,0.03,0.031,0.033,0.038,0.042,0.048,0.054,0.056,3.288
Neoplasms,phecode_148-1,Benign neoplasm of eye,10,11,11,18,26,25,22,25,35,33,0.002,0.002,0.002,0.003,0.004,0.004,0.004,0.004,0.006,0.005,3.301
Neoplasms,phecode_144-2,Benign neoplasms of the uterus,109,86,92,129,110,149,144,186,210,360,0.036,0.029,0.031,0.043,0.037,0.05,0.048,0.062,0.07,0.12,3.304
Blood,phecode_172,Other disorders of white blood cells,13,17,17,23,27,26,29,35,37,43,0.002,0.003,0.003,0.004,0.004,0.004,0.005,0.006,0.006,0.007,3.308
Derm,phecode_680,Epidermal thickening,91,108,145,177,200,205,235,230,245,306,0.015,0.018,0.024,0.029,0.033,0.034,0.039,0.038,0.041,0.051,3.363
Musc/Skel,phecode_701-1,Osteomyelitis,11,10,4,7,6,10,16,9,20,37,0.002,0.002,0.001,0.001,0.001,0.002,0.003,0.001,0.003,0.006,3.364
Blood,phecode_170,Decreased white blood cell count,44,48,79,79,88,97,106,110,107,148,0.007,0.008,0.013,0.013,0.014,0.016,0.017,0.018,0.018,0.024,3.364
Cardio,phecode_440-11,Deep vein thrombosis [DVT],30,36,51,54,73,79,68,80,87,101,0.005,0.006,0.008,0.009,0.012,0.013,0.011,0.013,0.014,0.017,3.367
Eye,phecode_360-51,Eczematous dermatitis of eyelid,8,8,9,11,14,8,15,21,18,27,0.001,0.001,0.001,0.002,0.002,0.001,0.002,0.003,0.003,0.004,3.376
Neuro,phecode_349,Disorder of nervous system,29,44,35,42,70,67,86,87,77,98,0.005,0.007,0.006,0.007,0.012,0.011,0.014,0.014,0.013,0.016,3.38
Mental,phecode_290,"Reaction to severe stress, and adjustment disorders",120,135,155,159,168,204,253,295,338,406,0.021,0.023,0.027,0.027,0.029,0.035,0.043,0.051,0.058,0.07,3.384
Neuro,phecode_325-23,Unsteadiness on feet*,13,12,13,19,25,27,38,54,55,44,0.002,0.002,0.002,0.003,0.004,0.004,0.006,0.009,0.009,0.007,3.385
Neuro,phecode_349-1,Abnormal findings on diagnostic test of central nervous system,18,18,17,27,33,41,34,58,46,61,0.003,0.003,0.003,0.004,0.005,0.007,0.006,0.01,0.008,0.01,3.389
ID,phecode_061,Influenza virus,18,33,31,26,33,33,37,41,49,61,0.003,0.006,0.005,0.004,0.006,0.006,0.006,0.007,0.008,0.01,3.389
Blood,phecode_170-1,Neutropenia,41,52,68,78,88,93,106,109,107,140,0.007,0.009,0.011,0.013,0.014,0.015,0.017,0.018,0.018,0.023,3.415
Metab,phecode_230-2,Abnormal loss of weight and underweight,125,124,182,196,209,250,312,288,339,427,0.021,0.02,0.03,0.032,0.035,0.041,0.052,0.048,0.056,0.071,3.416
Metab,phecode_230-3,Anorexia,39,55,45,54,71,84,104,91,99,134,0.006,0.009,0.007,0.009,0.012,0.014,0.017,0.015,0.016,0.022,3.436
Genitourinary,phecode_593-1,Gross hematuria,18,18,25,21,34,33,43,48,71,62,0.003,0.003,0.004,0.003,0.006,0.005,0.007,0.008,0.012,0.01,3.445
GI,phecode_514,Gastrointestinal obstruction,58,49,66,107,117,124,171,145,172,200,0.01,0.008,0.011,0.018,0.019,0.02,0.028,0.024,0.028,0.033,3.449
Derm,phecode_666-1,Allergic urticaria,11,15,13,17,18,18,21,16,27,38,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.006,3.455
Hearing,phecode_396-2,Sensorineural hearing loss,57,51,70,104,118,138,144,152,173,197,0.009,0.008,0.012,0.017,0.02,0.023,0.024,0.025,0.029,0.033,3.457
Cardio,phecode_416-11,Supraventricular tachycardia,24,15,51,47,53,72,69,70,90,83,0.004,0.002,0.008,0.008,0.009,0.012,0.011,0.012,0.015,0.014,3.458
Eye,phecode_361-3,Ptosis of eyelid,26,19,17,27,28,38,34,47,61,90,0.004,0.003,0.003,0.004,0.005,0.006,0.006,0.008,0.01,0.015,3.462
Musc/Skel,phecode_708-1,Primary osteoarthritis,163,254,278,324,360,417,457,475,576,565,0.028,0.043,0.047,0.055,0.061,0.071,0.078,0.081,0.098,0.096,3.466
Musc/Skel,phecode_700,Diffuse diseases of connective tissue,17,22,23,30,27,38,51,40,50,59,0.003,0.004,0.004,0.005,0.004,0.006,0.008,0.007,0.008,0.01,3.471
Metab,phecode_239,Hyperlipidemia,452,589,774,841,944,1067,1168,1249,1396,1570,0.086,0.112,0.148,0.161,0.18,0.204,0.223,0.238,0.266,0.3,3.474
Genitourinary,phecode_585-1,Renal colic,23,17,36,33,40,33,48,46,47,80,0.004,0.003,0.006,0.005,0.007,0.005,0.008,0.008,0.008,0.013,3.479
Cardio,phecode_417-2,Tachycardia,50,52,77,62,81,119,117,112,121,174,0.008,0.009,0.013,0.01,0.013,0.02,0.019,0.018,0.02,0.029,3.481
Genitourinary,phecode_594-2,Dysuria,96,161,209,213,219,265,253,305,307,336,0.016,0.027,0.035,0.036,0.037,0.045,0.043,0.051,0.052,0.057,3.501
Genitourinary,phecode_591,Urinary tract infection,256,372,453,521,564,586,677,736,827,899,0.046,0.066,0.081,0.093,0.1,0.104,0.121,0.131,0.147,0.16,3.512
Neuro,phecode_331-6,Migraine,87,110,118,123,126,148,147,184,241,306,0.015,0.019,0.021,0.021,0.022,0.026,0.026,0.032,0.042,0.053,3.518
Signs/Symptoms,phecode_832-6,Pyuria*,27,48,55,51,71,65,65,81,97,95,0.004,0.008,0.009,0.008,0.012,0.011,0.011,0.013,0.016,0.016,3.519
Metab,phecode_247-5,Disorders of calcium metabolism,34,38,44,58,56,74,77,116,120,120,0.006,0.006,0.007,0.009,0.009,0.012,0.013,0.019,0.02,0.02,3.529
Cardio,phecode_410-2,Endocarditis,17,14,26,40,15,42,55,49,58,60,0.003,0.002,0.004,0.007,0.002,0.007,0.009,0.008,0.01,0.01,3.53
Musc/Skel,phecode_708-12,"Primary osteoarthritis of knee, lower leg",43,58,79,91,105,129,160,148,146,152,0.007,0.01,0.013,0.015,0.017,0.021,0.027,0.025,0.024,0.025,3.535
Metab,phecode_247-52,Hypercalcemia,9,17,12,15,26,27,19,32,33,32,0.001,0.003,0.002,0.002,0.004,0.004,0.003,0.005,0.005,0.005,3.556
Endo,phecode_200-2,Goiter,32,50,57,67,69,67,89,68,91,114,0.005,0.008,0.009,0.011,0.011,0.011,0.015,0.011,0.015,0.019,3.563
GI,phecode_554-11,Acute pancreatitis,12,18,23,39,25,33,34,33,40,43,0.002,0.003,0.004,0.006,0.004,0.005,0.006,0.005,0.007,0.007,3.584
Musc/Skel,phecode_706,Other inflammatory spondylopathies,24,35,34,43,51,65,61,69,75,86,0.004,0.006,0.006,0.007,0.008,0.011,0.01,0.011,0.012,0.014,3.584
ID,phecode_008,Helicobacter [H. pylori],24,36,27,28,27,34,41,26,35,86,0.004,0.006,0.004,0.005,0.004,0.006,0.007,0.004,0.006,0.014,3.584
Endo,phecode_200-1,Hypothyroidism,109,140,203,221,289,255,284,324,322,391,0.019,0.024,0.035,0.038,0.049,0.044,0.048,0.055,0.055,0.067,3.587
Metab,phecode_239-2,Hyperglyceridemia,10,20,28,19,28,21,28,32,36,36,0.002,0.003,0.005,0.003,0.005,0.003,0.005,0.005,0.006,0.006,3.601
Signs/Symptoms,phecode_832,Other abnormal findings in urine,345,532,611,707,762,788,874,1042,1082,1243,0.059,0.091,0.104,0.121,0.13,0.135,0.149,0.178,0.185,0.212,3.604
Neoplasms,phecode_136-2,Benign neoplasm of stomach,48,73,96,117,136,148,173,156,179,173,0.008,0.012,0.016,0.019,0.022,0.024,0.028,0.026,0.029,0.028,3.605
Metab,phecode_232,Vitamin deficiencies,297,344,349,404,432,499,471,597,652,1072,0.049,0.057,0.058,0.067,0.071,0.083,0.078,0.099,0.108,0.177,3.61
Eye,phecode_360-5,Noninfectious dermatoses of eyelid,8,6,14,13,9,12,16,20,22,29,0.001,0.001,0.002,0.002,0.001,0.002,0.003,0.003,0.004,0.005,3.626
GI,phecode_504-3,Periodontitis,8,21,24,14,7,13,19,12,12,29,0.001,0.003,0.004,0.002,0.001,0.002,0.003,0.002,0.002,0.005,3.626
Endo,phecode_200-14,"Hypothyroidism, not specified as secondary",94,122,173,196,253,221,247,294,292,341,0.016,0.021,0.029,0.033,0.043,0.038,0.042,0.05,0.05,0.058,3.628
Genitourinary,phecode_597,Other disorders of urethra and urinary tract,22,33,44,54,69,66,72,68,86,80,0.004,0.005,0.007,0.009,0.011,0.011,0.012,0.011,0.014,0.013,3.637
Eye,phecode_367-12,Allergic [atopic] conjunctivitis,22,37,51,48,40,47,52,47,57,80,0.004,0.006,0.008,0.008,0.007,0.008,0.009,0.008,0.009,0.013,3.637
Genitourinary,phecode_627,Menopausal and postmenopausal disorders,240,219,253,262,324,369,477,650,761,873,0.103,0.094,0.108,0.112,0.139,0.158,0.205,0.279,0.326,0.375,3.639
Metab,phecode_244,Disorders of lipoprotein metabolism and other lipidemias,17,24,29,25,49,47,41,59,78,62,0.003,0.004,0.005,0.004,0.008,0.008,0.007,0.01,0.013,0.01,3.648
Musc/Skel,phecode_705,Rheumatoid arthritis and other inflammatory polyarthropathies,75,92,121,139,130,166,195,222,241,274,0.012,0.015,0.02,0.023,0.022,0.028,0.032,0.037,0.04,0.046,3.654
Eye,phecode_384,Anomalies of pupillary function,6,5,5,10,8,13,9,10,14,22,0.001,0.001,0.001,0.002,0.001,0.002,0.001,0.002,0.002,0.004,3.667
GI,phecode_506-5,Disturbances of salivary secretion,24,36,38,49,58,56,71,72,76,88,0.004,0.006,0.006,0.008,0.01,0.009,0.012,0.012,0.012,0.014,3.667
GI,phecode_513,Peptic ulcer,60,79,108,99,142,135,171,167,171,221,0.01,0.013,0.018,0.017,0.024,0.023,0.029,0.028,0.029,0.037,3.683
Metab,phecode_232-4,Vitamin D deficiency,237,218,281,319,331,366,379,412,495,873,0.039,0.036,0.046,0.052,0.054,0.06,0.062,0.067,0.081,0.143,3.684
Genitourinary,phecode_602,Other disorders of prostate,55,79,125,138,139,149,175,178,183,204,0.02,0.029,0.046,0.05,0.051,0.054,0.064,0.065,0.067,0.074,3.71
Eye,phecode_381,Strabismus,14,13,15,22,30,30,35,42,49,52,0.002,0.002,0.002,0.004,0.005,0.005,0.006,0.007,0.008,0.009,3.715
Signs/Symptoms,phecode_829,Nonspecific findings on examination of blood,218,220,273,327,346,430,494,542,660,811,0.037,0.038,0.047,0.056,0.059,0.074,0.085,0.093,0.113,0.139,3.721
Derm,phecode_674-1,Hypopigmentation,11,14,11,10,13,13,10,8,12,41,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.007,3.727
GI,phecode_513-2,Gastric ulcer,33,29,73,56,72,84,90,84,100,123,0.005,0.005,0.012,0.009,0.012,0.014,0.015,0.014,0.016,0.02,3.728
Signs/Symptoms,phecode_848,Nonspecific abnormal findings of other body structures,127,159,168,214,275,309,293,345,400,475,0.022,0.027,0.029,0.036,0.047,0.052,0.05,0.059,0.068,0.081,3.741
Signs/Symptoms,phecode_841-12,Allergy to antibiotic agent (excluding penicillin),63,75,73,94,104,151,124,167,153,236,0.01,0.012,0.012,0.015,0.017,0.025,0.02,0.027,0.025,0.039,3.747
Metab,phecode_239-1,Hypercholesterolemia,404,526,726,759,887,1013,1063,1203,1312,1514,0.075,0.097,0.135,0.141,0.164,0.188,0.197,0.223,0.243,0.281,3.748
Hearing,phecode_394-4,Abnormal vestibular function study,4,9,12,12,8,15,20,11,13,15,0.001,0.001,0.002,0.002,0.001,0.002,0.003,0.002,0.002,0.002,3.751
Mental,phecode_281-1,Substance abuse,60,68,79,88,140,127,153,153,181,225,0.01,0.011,0.013,0.015,0.023,0.021,0.025,0.025,0.03,0.037,3.751
Mental,phecode_280-12,Alcohol dependence,33,48,48,55,47,70,87,69,103,124,0.005,0.008,0.008,0.009,0.008,0.012,0.014,0.011,0.017,0.02,3.758
Metab,phecode_247-7,Disorders of iron metabolism,155,172,210,238,254,308,313,359,392,584,0.026,0.029,0.035,0.04,0.043,0.052,0.053,0.061,0.066,0.099,3.768
Neoplasms,phecode_148-16,Benign neoplasm of choroid,9,8,13,15,31,20,19,24,33,34,0.001,0.001,0.002,0.002,0.005,0.003,0.003,0.004,0.005,0.006,3.778
Genitourinary,phecode_610-1,Cystic mastopathy,18,13,18,11,18,20,29,35,47,68,0.006,0.004,0.006,0.003,0.006,0.006,0.009,0.011,0.015,0.021,3.779
Musc/Skel,phecode_723-4,Lateral epicondylitis (Tennis elbow),102,131,134,152,194,223,244,283,373,386,0.018,0.023,0.023,0.027,0.034,0.039,0.043,0.049,0.065,0.067,3.785
Metab,phecode_232-27,Vitamin B12 deficiency,14,21,10,18,27,28,33,37,31,53,0.002,0.003,0.002,0.003,0.004,0.005,0.005,0.006,0.005,0.009,3.786
Resp,phecode_484,Pneumothorax and air leak,14,14,12,16,21,22,27,34,30,53,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.006,0.005,0.009,3.786
Neuro,phecode_350,Other symptoms involving nervous system,182,218,237,256,327,391,398,463,519,691,0.031,0.037,0.04,0.043,0.055,0.066,0.067,0.078,0.088,0.117,3.797
Endo,phecode_211,Disorders of adrenal glands,10,6,8,6,14,23,22,20,28,38,0.002,0.001,0.001,0.001,0.002,0.004,0.004,0.003,0.005,0.006,3.801
Metab,phecode_230-21,Abnormal weight loss,111,119,175,171,200,246,292,296,309,422,0.018,0.02,0.029,0.028,0.033,0.041,0.048,0.049,0.051,0.07,3.802
GI,phecode_514-2,Intestinal obstruction,31,28,40,46,60,69,89,82,87,118,0.005,0.005,0.007,0.008,0.01,0.011,0.015,0.013,0.014,0.019,3.807
Cardio,phecode_416-5,Premature depolarization [Premature beats],37,55,48,68,82,102,114,103,107,141,0.006,0.009,0.008,0.011,0.013,0.017,0.019,0.017,0.018,0.023,3.811
Neuro,phecode_336-55,Lesion of plantar nerve,22,40,40,54,56,62,53,78,84,84,0.004,0.007,0.007,0.009,0.009,0.01,0.009,0.013,0.014,0.014,3.819
Metab,phecode_239-11,Pure hypercholesterolemia,402,527,708,767,889,1010,1107,1193,1325,1535,0.074,0.097,0.13,0.141,0.164,0.186,0.204,0.22,0.244,0.283,3.819
Neuro,phecode_324-4,Tremor,39,45,61,86,103,99,128,121,144,149,0.006,0.007,0.01,0.014,0.017,0.016,0.021,0.02,0.024,0.024,3.821
GI,phecode_520-13,Umbilical hernia,35,52,57,58,72,72,98,101,108,134,0.006,0.009,0.009,0.01,0.012,0.012,0.016,0.017,0.018,0.022,3.829
GI,phecode_529-5,Constipation,233,293,413,417,502,540,641,782,770,893,0.04,0.05,0.071,0.071,0.086,0.092,0.11,0.134,0.132,0.153,3.833
Genitourinary,phecode_596-5,Neuromuscular dysfunction of bladder,6,9,9,10,13,6,12,21,18,23,0.001,0.001,0.001,0.002,0.002,0.001,0.002,0.003,0.003,0.004,3.834
Mental,phecode_308-6,"Excessive crying of child, adolescent, or adult",6,6,6,7,16,12,7,9,19,23,0.001,0.001,0.001,0.001,0.003,0.002,0.001,0.001,0.003,0.004,3.834
Neuro,phecode_333-1,Sleep apnea,56,58,94,111,107,116,136,154,179,215,0.009,0.01,0.016,0.018,0.018,0.019,0.022,0.025,0.03,0.035,3.84
GI,phecode_510-8,Barrett's esophagus,25,33,51,69,75,87,80,90,96,96,0.004,0.005,0.008,0.011,0.012,0.014,0.013,0.015,0.016,0.016,3.841
Neoplasms,phecode_146-2,Benign neoplasm of the prostate,32,41,64,63,78,88,97,100,111,123,0.012,0.015,0.023,0.023,0.028,0.032,0.035,0.036,0.04,0.045,3.844
Signs/Symptoms,phecode_827,Toxicology findings,20,38,36,43,48,59,64,62,74,77,0.003,0.006,0.006,0.007,0.008,0.01,0.01,0.01,0.012,0.013,3.851
Eye,phecode_380,Disorders of optic nerve and visual pathways,20,10,18,21,23,21,26,43,46,77,0.003,0.002,0.003,0.003,0.004,0.003,0.004,0.007,0.008,0.013,3.851
Eye,phecode_386,Visual disturbances,103,142,167,194,192,192,243,263,308,397,0.017,0.024,0.028,0.032,0.032,0.032,0.041,0.044,0.052,0.067,3.855
Cardio,phecode_416-7,Sinoatrial node dysfunction,7,0,3,4,11,17,13,16,18,27,0.001,0,0,0.001,0.002,0.003,0.002,0.003,0.003,0.004,3.858
Cardio,phecode_416-71,Sick sinus syndrome*,7,0,3,4,11,19,12,17,16,27,0.001,0,0,0.001,0.002,0.003,0.002,0.003,0.003,0.004,3.858
Mental,phecode_290-1,Posttraumatic stress disorder,7,5,4,12,7,12,8,14,14,27,0.001,0.001,0.001,0.002,0.001,0.002,0.001,0.002,0.002,0.004,3.858
Cardio,phecode_416-52,Ventricular premature depolarization*,23,31,34,41,41,65,70,54,83,89,0.004,0.005,0.006,0.007,0.007,0.011,0.011,0.009,0.014,0.015,3.87
Hearing,phecode_396,Hearing impairment,248,321,378,486,597,670,728,793,892,962,0.044,0.057,0.067,0.086,0.105,0.118,0.128,0.14,0.157,0.169,3.88
Musc/Skel,phecode_732,Nonspecific abnormal findings on radiological and other examination of musculoskeletal system,67,76,88,126,143,170,161,203,201,260,0.011,0.013,0.015,0.021,0.024,0.028,0.027,0.034,0.034,0.043,3.881
Genitourinary,phecode_597-1,Urethral stricture,18,16,19,31,35,49,49,58,61,70,0.003,0.003,0.003,0.005,0.006,0.008,0.008,0.01,0.01,0.011,3.89
Signs/Symptoms,phecode_827-1,Finding of alcohol in blood,19,33,35,40,51,49,62,64,70,74,0.003,0.005,0.006,0.007,0.008,0.008,0.01,0.01,0.011,0.012,3.895
Resp,phecode_472,"Diseases of vocal cords and larynx, not elsewhere classified",10,20,19,23,27,31,33,35,31,39,0.002,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.005,0.006,3.901
Musc/Skel,phecode_708-14,"Primary osteoarthritis of the shoulder, upper arm",22,42,52,33,65,63,65,82,97,86,0.004,0.007,0.009,0.005,0.011,0.01,0.011,0.013,0.016,0.014,3.91
GI,phecode_523-4,Diverticulitis,35,66,65,79,85,106,103,125,117,138,0.006,0.011,0.011,0.013,0.014,0.017,0.017,0.021,0.019,0.023,3.944
Musc/Skel,phecode_709-21,Hallux valgus (Bunion),70,102,143,133,171,160,210,234,242,276,0.012,0.017,0.024,0.022,0.029,0.027,0.035,0.039,0.041,0.046,3.944
GI,phecode_554,Diseases of the pancreas,22,27,40,48,61,54,71,67,101,87,0.004,0.004,0.007,0.008,0.01,0.009,0.012,0.011,0.017,0.014,3.955
Metab,phecode_247,Disorders of mineral metabolism and mineral deficiencies,183,227,264,315,329,393,421,478,540,727,0.031,0.038,0.045,0.053,0.056,0.067,0.071,0.081,0.091,0.123,3.973
Resp,phecode_466,Tonsillitis and adenoiditis,64,88,99,92,101,99,116,161,172,255,0.011,0.015,0.017,0.016,0.017,0.017,0.02,0.028,0.03,0.044,3.985
Blood,phecode_168-4,Abnormal coagulation profile,7,2,7,5,10,12,28,19,29,28,0.001,0,0.001,0.001,0.002,0.002,0.005,0.003,0.005,0.005,4.001
Neuro,phecode_329-6,Transient global amnesia,5,16,8,19,18,14,33,22,16,20,0.001,0.003,0.001,0.003,0.003,0.002,0.005,0.004,0.003,0.003,4.001
Cardio,phecode_414-2,Dilated cardiomyopathy*,7,1,13,9,13,13,16,16,16,28,0.001,0,0.002,0.001,0.002,0.002,0.003,0.003,0.003,0.005,4.001
Musc/Skel,phecode_708-8,Secondary osteoarthritis,14,20,22,37,40,36,36,48,60,56,0.002,0.003,0.004,0.006,0.007,0.006,0.006,0.008,0.01,0.009,4.001
Mental,phecode_280-11,Alcohol abuse,55,68,68,88,128,121,147,149,168,220,0.009,0.011,0.011,0.015,0.021,0.02,0.024,0.025,0.028,0.036,4.001
Genitourinary,phecode_625-1,Dyspareunia,19,25,27,37,30,47,53,55,73,77,0.006,0.008,0.008,0.011,0.009,0.014,0.016,0.017,0.022,0.024,4.054
Genitourinary,phecode_594-31,Urge incontinence,33,69,65,79,93,101,116,104,116,134,0.005,0.011,0.011,0.013,0.015,0.017,0.019,0.017,0.019,0.022,4.061
Derm,phecode_673-1,Actinic keratosis,320,642,749,917,1002,1115,1201,1265,1267,1300,0.058,0.116,0.136,0.166,0.182,0.202,0.218,0.229,0.23,0.236,4.063
Derm,phecode_673,Skin changes due to chronic exposure to nonionizing radiation,320,647,789,899,1027,1135,1167,1303,1304,1303,0.058,0.117,0.143,0.163,0.186,0.206,0.212,0.236,0.237,0.236,4.073
Resp,phecode_468-1,Viral pneumonia,22,25,29,33,31,48,44,72,70,90,0.004,0.004,0.005,0.005,0.005,0.008,0.007,0.012,0.011,0.015,4.092
Neuro,phecode_333-11,Obstructive sleep apnea,32,39,50,47,51,59,83,85,86,131,0.005,0.006,0.008,0.008,0.008,0.01,0.014,0.014,0.014,0.021,4.094
Musc/Skel,phecode_701,"Osteomyelitis, periostitis, and other infections involving bone",10,11,5,6,5,13,15,15,18,41,0.002,0.002,0.001,0.001,0.001,0.002,0.002,0.002,0.003,0.007,4.1
Genitourinary,phecode_600,Benign prostatic hyperplasia,119,169,249,326,387,408,427,469,464,491,0.046,0.065,0.096,0.126,0.149,0.157,0.164,0.181,0.179,0.189,4.128
Eye,phecode_375-6,Ocular hypertension,29,35,65,59,75,85,81,96,103,120,0.005,0.006,0.011,0.01,0.012,0.014,0.013,0.016,0.017,0.02,4.139
Resp,phecode_466-1,Acute tonsillitis and adenoiditis,57,68,75,76,87,82,95,130,153,236,0.01,0.012,0.013,0.013,0.015,0.014,0.016,0.022,0.026,0.04,4.141
GI,phecode_542-4,Portal hypertension,7,2,2,12,6,6,19,7,32,29,0.001,0,0,0.002,0.001,0.001,0.003,0.001,0.005,0.005,4.144
GI,phecode_554-1,Pancreatitis,13,19,26,43,26,35,37,37,48,54,0.002,0.003,0.004,0.007,0.004,0.006,0.006,0.006,0.008,0.009,4.155
GI,phecode_523-2,Diverticula of colon,221,313,385,452,539,656,712,780,839,920,0.037,0.052,0.064,0.075,0.09,0.109,0.119,0.13,0.14,0.153,4.164
Eye,phecode_386-9,Visual distortions and subjective visual disturbances,6,11,8,11,18,25,21,10,21,25,0.001,0.002,0.001,0.002,0.003,0.004,0.003,0.002,0.003,0.004,4.167
Genitourinary,phecode_602-4,Elevated prostate specific antigen [PSA],39,62,104,109,114,122,126,130,147,163,0.014,0.022,0.038,0.039,0.041,0.044,0.046,0.047,0.053,0.059,4.181
Neoplasms,phecode_120-2,Lymphoid,15,21,18,30,40,51,57,80,68,63,0.002,0.003,0.003,0.005,0.007,0.008,0.009,0.013,0.011,0.01,4.201
Neoplasms,phecode_144-21,Leiomyoma of uterus,73,42,61,67,88,96,105,149,176,308,0.024,0.014,0.02,0.022,0.029,0.031,0.034,0.049,0.058,0.101,4.221
Metab,phecode_247-72,Iron deficiency,134,161,195,231,225,296,318,341,383,568,0.023,0.027,0.033,0.039,0.038,0.05,0.054,0.058,0.065,0.096,4.24
Cardio,phecode_430-3,Nontraumatic subdural hemorrhage,4,9,5,11,10,8,12,24,18,17,0.001,0.001,0.001,0.002,0.002,0.001,0.002,0.004,0.003,0.003,4.251
Neuro,phecode_330-12,Partial epilepsy,4,5,10,8,8,22,9,11,18,17,0.001,0.001,0.002,0.001,0.001,0.004,0.001,0.002,0.003,0.003,4.251
ID,phecode_003,Escherichia coli,43,59,55,65,91,106,100,121,136,183,0.007,0.01,0.009,0.011,0.015,0.017,0.016,0.02,0.022,0.03,4.257
Resp,phecode_491,Pleurisy,23,30,22,37,38,38,63,58,75,98,0.004,0.005,0.004,0.006,0.006,0.006,0.01,0.01,0.012,0.016,4.262
Cardio,phecode_423-1,Cardiac murmurs,26,26,33,36,56,61,78,79,96,111,0.004,0.004,0.005,0.006,0.009,0.01,0.013,0.013,0.016,0.018,4.27
GI,phecode_523,Diverticular disease [Bowel diverticulosis],245,394,431,507,585,729,762,878,865,1047,0.042,0.067,0.073,0.086,0.099,0.124,0.13,0.149,0.147,0.178,4.274
Musc/Skel,phecode_715-1,Spondylosis,129,181,245,272,301,353,380,432,463,552,0.022,0.031,0.042,0.047,0.052,0.061,0.066,0.075,0.08,0.095,4.279
ID,phecode_002-1,Staphylococcus aureus,25,26,26,41,41,42,47,66,65,107,0.004,0.004,0.004,0.007,0.007,0.007,0.008,0.011,0.011,0.018,4.28
Eye,phecode_361-9,Ectropion of eyelid,7,2,6,6,7,13,13,17,24,30,0.001,0,0.001,0.001,0.001,0.002,0.002,0.003,0.004,0.005,4.286
Genitourinary,phecode_594-3,Urinary incontinence,108,189,224,277,305,306,316,393,364,463,0.018,0.032,0.038,0.047,0.052,0.052,0.054,0.067,0.062,0.079,4.288
Endo,phecode_200-13,Postprocedural hypothyroidism,10,9,15,23,28,29,23,32,27,43,0.002,0.001,0.002,0.004,0.005,0.005,0.004,0.005,0.004,0.007,4.301
Musc/Skel,phecode_715,Non-inflammatory spondylopathy,157,232,295,333,357,407,504,533,621,678,0.027,0.04,0.051,0.058,0.062,0.071,0.088,0.093,0.108,0.118,4.319
GI,phecode_522-14,Microscopic colitis*,6,8,16,11,13,10,15,22,23,26,0.001,0.001,0.003,0.002,0.002,0.002,0.002,0.004,0.004,0.004,4.334
Genitourinary,phecode_592-12,Chronic cystitis,6,7,17,11,13,16,16,12,30,26,0.001,0.001,0.003,0.002,0.002,0.003,0.003,0.002,0.005,0.004,4.334
Eye,phecode_363,Disorders of lacrimal system,126,182,189,255,329,320,410,437,467,550,0.021,0.031,0.032,0.043,0.055,0.054,0.069,0.073,0.079,0.092,4.366
Cardio,phecode_401-1,Essential hypertension,420,605,719,915,981,1178,1330,1501,1626,1836,0.086,0.124,0.148,0.188,0.202,0.242,0.274,0.309,0.334,0.378,4.372
Neoplasms,phecode_120,Hemo onc - by cell of origin,32,33,46,55,82,114,109,144,142,140,0.005,0.005,0.008,0.009,0.013,0.019,0.018,0.024,0.023,0.023,4.376
Cardio,phecode_401,Hypertension,421,605,717,914,981,1170,1339,1501,1622,1844,0.087,0.125,0.148,0.188,0.202,0.241,0.276,0.309,0.334,0.38,4.381
ID,phecode_002,Staphylococcus,34,24,39,39,60,73,58,86,96,149,0.006,0.004,0.006,0.006,0.01,0.012,0.01,0.014,0.016,0.024,4.383
Derm,phecode_679-3,Changes in skin texture,23,41,39,50,54,69,73,60,67,101,0.004,0.007,0.006,0.008,0.009,0.011,0.012,0.01,0.011,0.017,4.392
GI,phecode_552,Other diseases of biliary tract,20,24,36,41,35,48,59,51,74,88,0.003,0.004,0.006,0.007,0.006,0.008,0.01,0.008,0.012,0.014,4.401
Metab,phecode_232-2,Vitamin B group deficiency,70,78,91,120,128,184,197,188,221,308,0.012,0.013,0.015,0.02,0.021,0.03,0.032,0.031,0.036,0.051,4.401
Blood,phecode_168-1,Hypo-coagulability,20,27,24,31,43,48,46,49,69,89,0.003,0.004,0.004,0.005,0.007,0.008,0.008,0.008,0.011,0.015,4.451
