endpoint,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,event_rate_1,event_rate_2,event_rate_3,event_rate_4,event_rate_5,event_rate_6,event_rate_7,event_rate_8,event_rate_9,event_rate_10,event_rate_ratio,endpoint_string,n,phecode_category
phecode_097,17,10,8,12,15,16,14,12,14,19,0.002778685845047401,0.0016345210853220007,0.0013076168682576005,0.001961425302386401,0.0024517816279830008,0.002615233736515201,0.002288329519450801,0.001961425302386401,0.0022887036128821318,0.003106097760340036,1.1178297704564908,Drug resistant microorganisms,137,ID
phecode_056,220,227,229,244,243,237,243,264,241,249,0.03856266432953549,0.03978965819456617,0.04014022787028922,0.042769500438212094,0.04259421560035057,0.04154250657318142,0.04259421560035057,0.04628330995792426,0.04225105189340814,0.04365357643758766,1.1320166071656255,Human papillomavirus,2397,ID
phecode_540-3,15,5,10,10,11,12,7,13,12,17,0.0024695423114916037,8.231807704972012e-4,0.0016463615409944023,0.0016463615409944023,0.0018109976950938427,0.001975633849193283,0.0011524530786960817,0.002140270003292723,0.001975633849193283,0.002798814619690484,1.1333333333333333,Viral hepatitits,112,GI
phecode_708-16,64,62,67,85,72,98,98,88,64,73,0.010521124445175079,0.010192339306263357,0.01101430215354266,0.013973368403748151,0.011836265000821963,0.01611312068398553,0.01611312068398553,0.014468924695823742,0.01052285432423545,0.012002630713581059,1.1408125411048997,Primary osteoarthritis ankle and foot,771,Musc/Skel
phecode_683,199,210,217,227,242,273,273,271,291,227,0.033717383937648254,0.03558718861209965,0.036773428232502965,0.03846805626165057,0.04100999830537197,0.046263345195729534,0.046263345195729534,0.04592441958990002,0.04931367564819522,0.03846805626165057,1.1408968244033248,Nail disorders,2430,Derm
phecode_809-1,7,7,15,10,14,7,12,16,14,8,0.001144538914323087,0.001144538914323087,0.002452583387835186,0.0016350555918901242,0.002289077828646174,0.001144538914323087,0.0019623875715453804,0.002616516762060507,0.0022894521668029434,0.0013082583810302534,1.1430440369115757,Acute pain,110,Signs/Symptoms
phecode_824,56,58,68,77,56,44,50,38,64,64,0.009181833087391376,0.009509755697655354,0.011149368748975241,0.012627090849458839,0.009183338799606429,0.007215480485405051,0.008199409642505739,0.006231551328304362,0.010495244342407346,0.010495244342407346,1.1430445579346857,Other abnormalities of plasma proteins*,575,Signs/Symptoms
phecode_723-6,168,140,186,182,191,212,184,208,185,193,0.027791563275434243,0.02315963606286187,0.03076923076923077,0.030107526881720432,0.031596360628618696,0.03507030603804798,0.0304383788254756,0.03441429516876241,0.03060886829913964,0.031932495036399736,1.1489995981847405,Impingement syndrome of shoulder*,1849,Musc/Skel
phecode_525,47,57,54,34,46,42,32,52,37,54,0.007728991942114784,0.009373458312777503,0.008880118401578688,0.005591185660253248,0.007564545305048511,0.006906758756783424,0.005263157894736842,0.008552631578947369,0.0060855263157894735,0.008881578947368421,1.1491251399776035,Intestinal malabsorption,455,GI
phecode_105-1,93,107,104,104,128,114,117,90,116,107,0.028899937849596023,0.03325046612802983,0.032318210068365445,0.032318210068365445,0.039776258545680544,0.035425730267246734,0.036357986326911125,0.027967681789931635,0.036047234307022995,0.03326080198943115,1.1508952774407466,"Malignant neoplasm of the breast, female",1080,Neoplasms
phecode_977-4,37,44,40,59,69,45,62,65,46,43,0.0060775295663600525,0.007227332457293035,0.006570302233902759,0.009692787908657796,0.011335633316904879,0.007392804337111878,0.01018564153113192,0.010678495153606046,0.007557088877936586,0.007064235255462461,1.1623530874393369,Long term (current) use of steroids,510,Rx
phecode_804,494,487,528,574,496,575,580,512,515,577,0.08826156869751653,0.08701089869572985,0.0943362515633375,0.10255494014650705,0.0886189029837413,0.10273360728961944,0.10364546104360257,0.091493924231594,0.09203002144388849,0.10310936383130807,1.168224917740549,Other symptoms and signs involving the circulatory and respiratory system,5338,Signs/Symptoms
phecode_471,321,324,366,337,351,376,326,350,387,375,0.05612869382759224,0.05665326105962581,0.06399720230809582,0.05892638573177129,0.061385099685204614,0.06575725778244142,0.05701294158796782,0.061210213361315144,0.0676810073452256,0.06558237145855195,1.1684286055185624,Other disorders of nose and nasal sinuses,3513,Resp
phecode_530-1,59,74,57,71,55,77,87,74,81,69,0.009843176509843177,0.012345679012345678,0.00950950950950951,0.011845178511845179,0.009175842509175842,0.01284617951284618,0.014514514514514515,0.012345679012345678,0.013515768396462539,0.011513432337727348,1.1696866683447071,Anal fissure,704,GI
phecode_391-9,23,28,26,18,36,38,40,32,40,27,0.0037791652974038777,0.004600722970752547,0.004272099901413079,0.0029576076240552087,0.005915215248110417,0.006243838317449885,0.00657354149548069,0.005258833196384552,0.00657354149548069,0.004437140509449466,1.1741059626308457,Otorrhea,308,Hearing
phecode_613,229,208,231,207,200,197,212,219,241,269,0.07720836142953473,0.07012811867835468,0.07788267026298044,0.06979096426163182,0.06743088334457181,0.06641942009440324,0.07147673634524612,0.07386172006745363,0.08128161888701518,0.09072512647554806,1.1750686686745657,Other nonmalignant breast conditions,2213,Genitourinary
phecode_333-4,17,8,14,8,12,9,8,13,8,20,0.0027823240589198036,0.001309328968903437,0.0022913256955810145,0.001309328968903437,0.0019639934533551553,0.0014732362088721558,0.0013095432967752496,0.002128007857259781,0.0013095432967752496,0.003273858241938124,1.1766631681318787,Circadian rhythm sleep disorder,117,Neuro
phecode_106,38,37,41,46,44,47,37,54,53,45,0.01168871116579514,0.011384615384615385,0.012615384615384615,0.014153846153846154,0.01353846153846154,0.014461538461538461,0.011384615384615385,0.016615384615384615,0.016307692307692308,0.013846153846153847,1.184574898785425,Gynecological malignant neoplasms,442,Neoplasms
phecode_711-1,122,105,130,138,99,144,132,164,129,145,0.02032655781406198,0.017494168610463177,0.02165944685104965,0.02299616730544909,0.016497250458256958,0.023996000666555575,0.02199633394434261,0.027328778536910514,0.02149641726378937,0.02416263956007332,1.188722644586558,Derangement of meniscus,1308,Musc/Skel
phecode_688,37,54,37,46,42,49,26,53,43,44,0.006105610561056105,0.00891089108910891,0.006105610561056105,0.007590759075907591,0.006930693069306931,0.008085808580858085,0.0042904290429042905,0.008745874587458746,0.007095709570957095,0.007260726072607261,1.1891891891891893,Granulomatous disorder of the skin,431,Derm
phecode_537-1,31,24,24,28,26,24,32,41,34,37,0.005071989528795812,0.003926701570680628,0.003926701570680628,0.004581151832460733,0.004253926701570681,0.003926701570680628,0.005236458844706267,0.006709212894779905,0.005563737522500409,0.006054655539191622,1.1937436985657803,Peritonitis,301,GI
phecode_149-3,10,4,2,13,9,17,14,12,16,12,0.0016329196603527107,6.531678641410843e-4,3.2658393207054214e-4,0.002122795558458524,0.0014696276943174395,0.0027759634225996083,0.002286460885187,0.0019598236158745713,0.0026130981544994283,0.0019598236158745713,1.2001959823615873,Benign neoplasm of the parathyroid gland,109,Neoplasms
phecode_139-6,50,59,43,54,40,43,47,45,53,60,0.00821827744904668,0.009697567389875083,0.007068880486602006,0.008877198750616473,0.006575702778234424,0.007068880486602006,0.007726450764425448,0.007397665625513727,0.00871280618116061,0.009863554167351636,1.200197271083347,Hemangioma and lymphangioma,494,Neoplasms
phecode_283,814,847,834,876,904,929,976,994,992,977,0.18614223645094902,0.19373284537968893,0.19075937785910338,0.20036596523330283,0.20677035681610248,0.2124885635864593,0.2232387923147301,0.227355901189387,0.22689844464775846,0.22346752058554437,1.2005202303692697,Other behavioral problems,9143,Mental
phecode_509,93,94,90,103,119,105,107,104,98,112,0.01535667107001321,0.015521796565389696,0.014861294583883751,0.017010734929810076,0.019653179190751446,0.017341040462427744,0.017671345995045416,0.01717588769611891,0.016184971098265895,0.018497109826589597,1.2044999689228666,Diseases of tongue,1025,GI
phecode_089,1022,1142,1128,1165,1211,1271,1262,1251,1179,1231,0.27517501346257406,0.30756800430918396,0.3037974683544304,0.31376245623485055,0.3261513600861837,0.3423107998922704,0.3398868839213574,0.33692431995690814,0.31753299218960407,0.3315378400215459,1.2048253794912147,Infections,11862,ID
phecode_722-1,354,354,320,291,291,341,295,285,311,428,0.059989832231825115,0.059989832231825115,0.05422809693272327,0.04931367564819522,0.04931367564819522,0.05778681579393323,0.05,0.048305084745762714,0.05271186440677966,0.07254237288135593,1.2092444699798908,Plantar fascial fibromatosis [Plantar fasciitis],3270,Musc/Skel
phecode_601,38,48,44,56,50,60,44,52,47,46,0.013788098693759071,0.01741654571843251,0.015965166908563134,0.020326678765880218,0.018148820326678767,0.021778584392014518,0.015970961887477313,0.018874773139745917,0.01705989110707804,0.016696914700544463,1.2109657082815932,Inflammatory diseases of prostate,485,Genitourinary
phecode_716-2,66,77,65,56,52,71,77,78,76,80,0.010894684714427203,0.012710465500165071,0.01072961373390558,0.00924397490921096,0.00858510813934291,0.011721974574872049,0.012712563975565461,0.012877662209014363,0.01254746574211656,0.013207858675912168,1.2123213311920593,Degenerative disc disease,698,Musc/Skel
phecode_473,103,86,99,92,113,107,134,146,135,125,0.017078428121372908,0.014259658431437573,0.0164151881943293,0.015254518322002985,0.018736527938981926,0.017741668048416516,0.022218537555960868,0.024208257337091692,0.022384347537721772,0.02072624772011275,1.2135922330097086,Other diseases of upper respiratory tract,1140,Resp
phecode_679-22,14,18,16,12,20,14,22,21,15,17,0.002296211251435132,0.002952271608988027,0.0026242414302115793,0.0019681810726586845,0.0032808398950131233,0.0022965879265091863,0.0036089238845144356,0.0034448818897637795,0.0024606299212598425,0.002788713910761155,1.2144849081364828,Flushing,169,Derm
phecode_503,65,83,63,79,94,76,95,91,68,79,0.01077943615257048,0.013764510779436153,0.010449494111793,0.01310333388621662,0.015591308674738763,0.01260573892851219,0.01575717366064024,0.015093713717034335,0.011278819041300382,0.01310333388621662,1.215586205136711,Diseases of pulp and periapical tissues,793,GI
phecode_977-41,36,45,38,62,63,53,58,67,44,44,0.005913272010512484,0.007391590013140605,0.006241787122207621,0.01018564153113192,0.010349926071956629,0.008707080663709545,0.009528503367833088,0.011007064235255463,0.007228519796287169,0.007228519796287169,1.2224230144387855,Long term (current) use of inhaled steroids*,510,Rx
phecode_660-1,455,522,562,576,564,566,602,571,526,558,0.08436862599666234,0.09679213795661042,0.10420916002225107,0.10680511774522529,0.10459940652818991,0.10497032640949555,0.11164688427299703,0.10589762611275964,0.09755192878338279,0.103486646884273,1.2266010695535918,Fungal infection of the skin,5502,Derm
phecode_336-2,39,34,39,40,35,40,41,53,47,48,0.0063934426229508194,0.005573770491803279,0.0063934426229508194,0.006557377049180328,0.005737704918032787,0.006558452205279554,0.006722413510411543,0.00868994917199541,0.007706181341203476,0.007870142646335464,1.230971029298624,"Lesion of median, ulnar, radial nerve",416,Neuro
phecode_723-5,143,142,147,138,142,160,141,168,138,176,0.023785761809713906,0.023619427811044577,0.02445109780439122,0.022954091816367265,0.023619427811044577,0.026617867243387123,0.023456995508234903,0.02794876060555648,0.022957910497421394,0.029279653967725836,1.23097398359418,Tendinitis,1495,Musc/Skel
phecode_723-51,121,120,116,119,145,142,128,147,100,149,0.020086321381142098,0.0199203187250996,0.019256308100929615,0.019754316069057105,0.024070385126162018,0.02357237715803453,0.021248339973439574,0.02440239043824701,0.016603021749958494,0.024738502407438155,1.2316094091108054,Achilles tendinitis,1287,Musc/Skel
phecode_622-1,63,56,61,69,53,69,62,58,61,78,0.01942046855733662,0.01726263871763255,0.0188039457459926,0.02127659574468085,0.016342892383595438,0.02127659574468085,0.019118100524205983,0.017884674683934627,0.018809744064138142,0.024051803885291396,1.238477012760084,Polyp of corpus uteri,630,Genitourinary
phecode_486-5,224,206,229,209,268,297,293,307,297,278,0.03764705882352941,0.0346218487394958,0.038487394957983194,0.035126050420168066,0.045042016806722686,0.049924357034795766,0.04925197512186922,0.05160531181711212,0.049924357034795766,0.04673054294839469,1.241280047066734,Abnormal sputum,2608,Resp
phecode_603-2,37,44,35,46,48,45,29,41,49,46,0.013577981651376147,0.016146788990825688,0.012844036697247707,0.016880733944954127,0.01761467889908257,0.01651376146788991,0.010642201834862385,0.015051395007342145,0.017988252569750368,0.016886930983847283,1.2436996467833472,Spermatocele,420,Genitourinary
phecode_139-5,143,149,150,139,171,163,148,166,178,178,0.024135021097046412,0.025147679324894513,0.02531645569620253,0.023459915611814347,0.028860759493670885,0.02751054852320675,0.0249789029535865,0.028016877637130802,0.030047265361242404,0.030047265361242404,1.2449653654920367,Lipoma,1585,Neoplasms
phecode_514-21,12,14,3,6,19,12,14,16,14,15,0.001959503592423253,0.0022860875244937948,4.898758981058132e-4,9.797517962116264e-4,0.0031025473546701502,0.001959503592423253,0.0022860875244937948,0.002612671456564337,0.0022860875244937948,0.002449779519843214,1.2502041482933202,Impaction of intestine,125,GI
phecode_601-1,36,49,49,56,47,63,46,43,51,45,0.013062409288824383,0.017779390420899856,0.017779390420899856,0.020326678765880218,0.01705989110707804,0.022867513611615244,0.016696914700544463,0.01560798548094374,0.018511796733212342,0.016333938294010888,1.250453720508167,Prostatitis,485,Genitourinary
phecode_139-61,47,62,50,49,37,45,46,42,51,59,0.007723911257189811,0.01018898931799507,0.008216926869350863,0.008053911900065746,0.0060815253122945435,0.0073964497041420114,0.007560815253122946,0.006903353057199211,0.008382642998027613,0.009697567389875083,1.2555254801572313,Hemangioma,488,Neoplasms
phecode_397-1,215,224,244,224,209,235,233,250,229,270,0.03630530226274907,0.037825059101654845,0.041202296521445456,0.037825059101654845,0.03529213103681189,0.03968924168214828,0.039351460901874684,0.0422225975342003,0.03867589934132748,0.04560040533693633,1.2560260483969161,Tinnitus,2333,Hearing
phecode_089-2,774,739,785,829,868,903,850,866,880,972,0.16489135066041755,0.1574350234341713,0.16727040272746643,0.1766460686128276,0.18495631792030684,0.1924142339654805,0.1811208182399318,0.18453015128915407,0.18751331770722351,0.20711698274025145,1.2560815464893287,Viral infections,8466,ID
phecode_734-9,31,29,38,35,28,29,31,49,50,39,0.005085301837270341,0.004757217847769029,0.006233595800524934,0.005741469816272966,0.004593175853018373,0.004757217847769029,0.005085301837270341,0.008038057742782153,0.008202099737532808,0.0063976377952755905,1.2580645161290323,Jaw pain,359,Musc/Skel
phecode_721-2,139,148,141,149,176,169,182,205,167,175,0.0234046135713083,0.02492002020542179,0.023741370601111297,0.02508839872032329,0.02963461862266375,0.028455969018353258,0.0306500505220613,0.034523408555069045,0.028123947457056247,0.02947120242505894,1.2592048287944249,Ganglion cyst,1651,Musc/Skel
phecode_139,199,195,218,226,216,213,231,209,216,251,0.03401128012305589,0.033327636301486926,0.03725858827550846,0.038625875918646385,0.036923076923076927,0.03641025641025641,0.03948717948717949,0.03572649572649573,0.036923076923076927,0.04290598290598291,1.261522140617618,Benign sarcoma-related cancers,2174,Neoplasms
phecode_683-1,84,84,71,88,91,98,125,75,94,106,0.013979031452820768,0.013979031452820768,0.01181560991845565,0.014644699617240806,0.01514647137150466,0.016311584553928095,0.020805592543275634,0.012483355525965379,0.015645805592543277,0.017643142476697737,1.2621147993151989,Ingrowing nail,916,Derm
phecode_360-11,113,120,127,136,150,149,160,150,160,143,0.018795741849634066,0.019963400432540343,0.02112793212443853,0.022625187156879056,0.02495425054067543,0.02478788887040426,0.026617867243387123,0.02495425054067543,0.026617867243387123,0.02378971884877724,1.265697254149104,Hordeolum externum,1408,Eye
phecode_530,164,157,171,176,181,164,219,199,184,208,0.027938671209540033,0.026746166950596253,0.029131175468483816,0.029988072925540978,0.03084000681547112,0.027943431589708637,0.037314704378940196,0.033906968819219625,0.031351167149429204,0.035440449821093886,1.2685087832306166,Disease of anus and rectum,1823,GI
